ID,Trial,Decision,AbsolutePay,AbsolutePayPower,Rank,Fairness,FeelingRating,Disadvantageous,Advantageous,MeanOffer
2,0.516666666666667,0,47,5.23602943000336,0.5,0.335135135135135,0.252319109461967,25.25,10,59.2
2,0.533333333333333,0,10,2.69153480392692,0,0.422119815668203,0.0278293135435993,41.75,0,43.4
2,0.55,1,69,6.17596902283253,0.75,0.142760942760943,0.586270871985158,2.5,14.5,59.4
2,0.566666666666667,1,68,6.13732091100788,0.25,0.213471502590674,0.267161410018553,22.75,11.25,77.2
2,0.583333333333333,1,261,10.9434792341458,0.5,0.242629107981221,0.792207792207792,14.5,74.5,213
2,0.6,1,201,9.78079833895699,1,0.475346260387812,0.946196660482375,0,161,72.2
2,0.616666666666667,0,12,2.91103840986603,0,0.566386554621849,0.0185528756957328,163.5,0,142.8
2,0.633333333333333,1,114,7.66423982672151,0.5,0.200380952380952,0.628942486085343,13.25,24.5,105
2,0.65,1,242,10.5935277207381,1,0.242607683352736,0.847866419294991,0,87.75,171.8
2,0.666666666666667,0,27,4.12559335212594,0,0.24115523465704,0.116883116883117,35.5,0,55.4
2,0.683333333333333,1,189,9.52529809394842,1,0.240588235294118,0.873840445269017,0,66.25,136
2,0.7,1,103,7.33702513078596,0.25,0.219112627986348,0.456400742115028,35.25,17.5,117.2
2,0.716666666666667,1,264,10.9973915664183,0.5,0.244424297370807,0.723562152133581,20,74.25,220.6
2,0.733333333333333,1,132,8.16294349789251,0.75,0.236507936507937,0.556586270871985,3.5,42.5,100.8
2,0.75,0,45,5.13903269745991,0.75,0.316751269035533,0.435992578849722,9.25,16.25,39.4
2,0.766666666666667,0,13,3.01297578630447,0,0.36504854368932,0.385899814471243,35.25,0,41.2
2,0.783333333333333,1,121,7.86317079877394,0.25,0.23026706231454,0.617810760667904,40.25,23,134.8
2,0.8,0,51,5.42319444088033,0.5,0.158208955223881,0.24860853432282,9.25,6,53.6
2,0.816666666666667,0,43,5.03954625745743,0,0.210891089108911,0.155844155844156,47.25,0,80.8
2,0.833333333333333,1,54,5.55813788847794,1,0.133333333333333,0.0927643784786642,0,15.75,41.4
2,0.85,1,60,5.81574073736405,0.25,0.228571428571429,0.217068645640074,19,11.75,65.8
2,0.866666666666667,1,73,6.32745157112439,1,0.203100775193798,0.382189239332097,0,26.75,51.6
2,0.883333333333333,1,74,6.36457838406999,0.5,0.253493975903614,0.287569573283859,24.5,13.25,83
2,0.9,0,18,3.46551016612656,0,0.479715302491103,0.352504638218924,118,0,112.4
2,0.916666666666667,0,15,3.20419723555673,0,0.240270727580372,0.241187384044527,129,0,118.2
2,0.933333333333333,0,43,5.03954625745743,0.5,0.567912087912088,0.11317254174397,74.5,14.5,91
2,0.95,1,201,9.78079833895699,1,0.24375,0.617810760667904,0,75.25,140.8
2,0.966666666666667,1,170,9.1010821854626,1,0.425149700598802,0.773654916512059,0,129,66.8
2,0.983333333333333,0,46,5.1878315693135,0.5,0.159633027522936,0.317254174397032,4.75,7.75,43.6
2,1,0,15,3.20419723555673,0,0.243452380952381,0.217068645640074,317.25,0,268.8
3,0.0166666666666667,1,42,4.9888126515157,0.75,0.146808510638298,0.65,3,8.5,37.6
3,0.0333333333333333,1,46,5.1878315693135,0.25,0.203100775193798,0.6296875,14.25,7.25,51.6
3,0.05,0,7,2.30883106524301,0,0.518287937743191,0,55.5,0,51.4
3,0.0666666666666667,1,44,5.08961170900528,0.75,0.272916666666667,0.4765625,7.25,14.25,38.4
3,0.0833333333333333,0,23,3.85072912254969,0.25,0.316751269035533,0.240625,22.5,2,39.4
3,0.1,1,48,5.28364623763486,0.75,0.133333333333333,0.5984375,1.5,9.75,41.4
3,0.116666666666667,0,13,3.01297578630447,0,0.36504854368932,0.2328125,35.25,0,41.2
3,0.133333333333333,0,17,3.38137265480804,0.25,0.472103004291845,0.053125,39.25,2.25,46.6
3,0.15,1,189,9.52529809394842,1,0.564137931034483,1,0,163.75,58
3,0.166666666666667,1,30,4.31680210264225,0.5,0.422119815668203,0.425,24.5,7.75,43.4
3,0.183333333333333,0,27,4.12559335212594,0.25,0.229787234042553,0.275,15.25,2,37.6
3,0.2,1,35,4.61263679528138,0.5,0.186096256684492,0.440625,7.75,4.75,37.4
3,0.216666666666667,1,147,8.54961294484209,0.75,0.240867992766727,1,2,47.5,110.6
3,0.233333333333333,1,86,6.78944593021447,0.75,0.228571428571429,0.7859375,2,27.25,65.8
3,0.25,1,129,8.08264632090777,1,0.243362831858407,1,0,48.25,90.4
3,0.266666666666667,1,52,5.46866648115618,0.25,0.216666666666667,0.7171875,16.25,9.25,57.6
3,0.283333333333333,0,5,1.99782342879897,0,0.240588235294118,0.05,163.75,0,136
3,0.3,1,59,5.77386153905412,1,0.159633027522936,0.7640625,0,19.25,43.6
3,0.316666666666667,1,90,6.92347740262866,0.5,0.239164490861619,0.5984375,7.75,24.5,76.6
3,0.333333333333333,0,41,4.93738573994667,0.25,0.186206896551724,0.265625,12.25,5.5,46.4
3,0.35,1,77,6.47427305248956,0.75,0.475346260387812,0.5015625,31,37,72.2
3,0.366666666666667,1,68,6.13732091100788,0.25,0.213471502590674,0.365625,22.75,11.25,77.2
3,0.383333333333333,1,79,6.54605498978503,0.25,0.225968109339408,0.2375,25.75,14.75,87.8
3,0.4,1,242,10.5935277207381,1,0.242607683352736,0.9875,0,87.75,171.8
3,0.416666666666667,1,60,5.81574073736405,0.75,0.158208955223881,0.2734375,4.75,12.75,53.6
3,0.433333333333333,0,7,2.30883106524301,0,0.242629107981221,0,257.5,0,213
3,0.45,0,48,5.28364623763486,0.5,0.290140845070423,0.2609375,20.25,9.25,56.8
3,0.466666666666667,1,242,10.5935277207381,1,0.519700748129676,1,0,202.25,80.2
3,0.483333333333333,1,53,5.51364276075795,0.25,0.142760942760943,0.4640625,12.75,4.75,59.4
3,0.5,0,50,5.37721129071304,0.5,0.202214022140221,0.225,12.5,7.25,54.2
3,0.516666666666667,1,168,9.05488608707819,0.5,0.24375,0.51875,13,47,140.8
3,0.533333333333333,0,46,5.1878315693135,0.5,0.383279742765273,0.1984375,31.25,11,62.2
3,0.55,0,39,4.83234331228157,0.25,0.24115523465704,0.1671875,23.5,3,55.4
3,0.566666666666667,0,30,4.31680210264225,0,0.171786833855799,0.146875,42.25,0,63.8
3,0.583333333333333,1,146,8.52455521261034,1,0.236507936507937,0.928125,0,56.5,100.8
3,0.6,1,156,8.77088824192861,0.75,0.240270727580372,0.625,3.5,50.75,118.2
3,0.616666666666667,1,68,6.13732091100788,0.75,0.335135135135135,0.325,14.75,25.75,59.2
3,0.633333333333333,0,7,2.30883106524301,0,0.567912087912088,0,105,0,91
3,0.65,0,27,4.12559335212594,0,0.191954022988506,0,53.25,0,69.6
3,0.666666666666667,0,29,4.25432965572642,0.25,0.425149700598802,0,50.75,3.5,66.8
3,0.683333333333333,1,121,7.86317079877394,0.25,0.23026706231454,0.5640625,40.25,23,134.8
3,0.7,1,67,6.09834746035264,0.5,0.566386554621849,0.525,117,22.25,142.8
3,0.716666666666667,1,170,9.1010821854626,1,0.219112627986348,0.81875,0,66,117.2
3,0.733333333333333,1,379,12.8473885908327,1,0.243452380952381,1,0,137.75,268.8
3,0.75,1,213,10.0277437974898,0.25,0.244424297370807,0.4515625,58.25,48.75,220.6
3,0.766666666666667,0,25,3.99129845265808,0,0.238867438867439,0,163,0,155.4
3,0.783333333333333,1,109,7.51784546320831,0.75,0.388284518828452,0.515625,29.25,46,95.6
3,0.8,1,411,13.3030732801979,0.5,0.241288782816229,0.95,22.25,117,335.2
3,0.816666666666667,0,33,4.49739460046973,0,0.299300699300699,0,66,0,85.8
3,0.833333333333333,0,38,4.7786689657692,0,0.200380952380952,0.0625,83.75,0,105
3,0.85,1,74,6.36457838406999,0.5,0.253493975903614,0.515625,24.5,13.25,83
3,0.866666666666667,0,43,5.03954625745743,0,0.210891089108911,0.2703125,47.25,0,80.8
3,0.883333333333333,1,119,7.80701822858405,1,0.169269521410579,0.60625,0,49.5,79.4
3,0.9,1,133,8.18947771799823,1,0.178991596638655,0.7046875,0,47.25,95.2
3,0.916666666666667,1,103,7.33702513078596,0.75,0.153424657534247,0.30625,4,23.25,87.6
3,0.933333333333333,0,70,6.21429916848922,0.5,0.435867446393762,0.15,59.75,19,102.6
3,0.95,1,315,11.865158337195,1,0.479715302491103,1,0,253.25,112.4
3,0.966666666666667,1,265,11.0152846854701,1,0.243838604143948,0.7671875,0,102,183.4
3,0.983333333333333,1,104,7.36757110409355,0.75,0.344124168514412,0.35,23,40.25,90.2
3,1,0,37,4.72418331413403,0.25,0.522683706070287,0.0359375,115.75,5.5,125.2
4,0.0166666666666667,1,36,4.6688516567751,0.5,0.146808510638298,0.8484375,6,4,37.6
4,0.0333333333333333,1,175,9.21523385815334,0.75,0.23026706231454,0.8578125,5.25,55.5,134.8
4,0.05,1,66,6.05904101416728,0.75,0.290140845070423,0.85,11.25,22.75,56.8
4,0.0666666666666667,0,7,2.30883106524301,0,0.242629107981221,0.496875,257.5,0,213
4,0.0833333333333333,1,130,8.10952919222755,0.5,0.219112627986348,0.8328125,15,31,117.2
4,0.1,1,155,8.74666775884111,1,0.518287937743191,0.8171875,0,129.5,51.4
4,0.116666666666667,1,25,3.99129845265808,0.25,0.272916666666667,0.1875,18.75,2,38.4
4,0.133333333333333,1,326,12.041582570648,0.5,0.243452380952381,0.89375,21,92.5,268.8
4,0.15,1,15,3.20419723555673,0,0.316751269035533,0.1359375,30.5,0,39.4
4,0.166666666666667,1,315,11.865158337195,1,0.244424297370807,0.721875,0,118,220.6
4,0.183333333333333,0,60,5.81574073736405,0.75,0.158208955223881,0.2578125,4.75,12.75,53.6
4,0.2,1,25,3.99129845265808,0,0.238867438867439,0.228125,163,0,155.4
4,0.216666666666667,1,315,11.865158337195,1,0.479715302491103,1,0,253.25,112.4
4,0.233333333333333,1,46,5.1878315693135,0.25,0.203100775193798,0.2546875,14.25,7.25,51.6
4,0.25,1,92,6.98922088130298,0.25,0.236507936507937,0.3234375,29.75,18.75,100.8
4,0.266666666666667,1,31,4.3780985009768,0.5,0.36504854368932,0.1375,19.75,7,41.2
4,0.283333333333333,1,82,6.651811850794,1,0.216666666666667,0.4921875,0,30.5,57.6
4,0.3,1,17,3.38137265480804,0.25,0.472103004291845,0.0984375,39.25,2.25,46.6
4,0.316666666666667,1,14,3.11053473440597,0.25,0.564137931034483,0,57.25,2.25,58
4,0.333333333333333,1,147,8.54961294484209,0.75,0.240867992766727,0.7703125,2,47.5,110.6
4,0.35,1,411,13.3030732801979,0.5,0.241288782816229,0.9625,22.25,117,335.2
4,0.366666666666667,1,119,7.80701822858405,1,0.169269521410579,0.625,0,49.5,79.4
4,0.383333333333333,1,110,7.54742584385128,1,0.422119815668203,0.6,0,83.25,43.4
4,0.4,1,86,6.78944593021447,0.5,0.213471502590674,0.4625,9.25,20.25,77.2
4,0.416666666666667,1,38,4.7786689657692,0,0.200380952380952,0.0671875,83.75,0,105
4,0.433333333333333,1,139,8.34634560731087,0.25,0.240588235294118,0.746875,29.75,33.5,136
4,0.45,1,33,4.49739460046973,0,0.299300699300699,0.0390625,66,0,85.8
4,0.466666666666667,1,86,6.78944593021447,0.75,0.191954022988506,0.2,3,23.5,69.6
4,0.483333333333333,1,19,3.54702335795896,0,0.229787234042553,0,23.25,0,37.6
4,0.5,1,56,5.64573970950558,0.25,0.171786833855799,0.1875,16.25,6.5,63.8
4,0.516666666666667,1,29,4.25432965572642,0.25,0.186096256684492,0.0515625,12.25,1.75,37.4
4,0.533333333333333,1,37,4.72418331413403,0.25,0.522683706070287,0.1125,115.75,5.5,125.2
4,0.55,1,81,6.61680838424251,0.75,0.519700748129676,0.215625,40.25,41.25,80.2
4,0.566666666666667,1,46,5.1878315693135,0.5,0.383279742765273,0.1375,31.25,11,62.2
4,0.583333333333333,1,62,5.89832130334129,0.5,0.142760942760943,0.2125,6,9.25,59.4
4,0.6,1,43,5.03954625745743,0,0.178991596638655,0.0515625,65.25,0,95.2
4,0.616666666666667,1,77,6.47427305248956,0.25,0.153424657534247,0.140625,20.5,7.25,87.6
4,0.633333333333333,1,54,5.55813788847794,1,0.133333333333333,0.053125,0,15.75,41.4
4,0.65,1,45,5.13903269745991,0.5,0.475346260387812,0.153125,47,13,72.2
4,0.666666666666667,1,139,8.34634560731087,0.5,0.240270727580372,0.584375,12,38,118.2
4,0.683333333333333,1,75,6.40142030768813,0.5,0.210891089108911,0.2421875,19,11.75,80.8
4,0.7,1,127,8.02852196736762,1,0.335135135135135,0.4984375,0,84.75,59.2
4,0.716666666666667,1,87,6.82328133984321,0.75,0.567912087912088,0.3046875,52.5,47.5,91
4,0.733333333333333,1,136,8.26840480330975,0.25,0.24375,0.54375,37,31,140.8
4,0.75,1,129,8.08264632090777,1,0.243362831858407,0.56875,0,48.25,90.4
4,0.766666666666667,NaN,172,9.14696952549905,0.25,0.243838604143948,NaN,52,37.75,183.4
4,0.783333333333333,NaN,47,5.23602943000336,0.25,0.388284518828452,NaN,66.25,5.5,95.6
4,0.8,NaN,57,5.68887233686099,0.25,0.253493975903614,NaN,37.25,4.75,83
4,0.816666666666667,NaN,59,5.77386153905412,1,0.159633027522936,NaN,0,19.25,43.6
4,0.833333333333333,NaN,113,7.6352582458409,0.75,0.225968109339408,NaN,3.5,35,87.8
4,0.85,NaN,86,6.78944593021447,0.75,0.228571428571429,NaN,2,27.25,65.8
4,0.866666666666667,NaN,50,5.37721129071304,0.5,0.202214022140221,NaN,12.5,7.25,54.2
4,0.883333333333333,NaN,74,6.36457838406999,0.75,0.425149700598802,NaN,24,33,66.8
4,0.9,NaN,90,6.92347740262866,0.5,0.239164490861619,NaN,7.75,24.5,76.6
4,0.916666666666667,NaN,171,9.12406409517552,0.25,0.242607683352736,NaN,41.25,40.25,171.8
4,0.933333333333333,NaN,29,4.25432965572642,0,0.344124168514412,NaN,76.5,0,90.2
4,0.95,NaN,136,8.26840480330975,0.75,0.566386554621849,NaN,82.5,74,142.8
4,0.966666666666667,NaN,39,4.83234331228157,0.25,0.24115523465704,NaN,23.5,3,55.4
4,0.983333333333333,NaN,65,6.01939361628307,1,0.186206896551724,NaN,0,23.25,46.4
4,1,NaN,265,11.0152846854701,1,0.435867446393762,NaN,0,203,102.6
5,0.0166666666666667,1,12,2.91103840986603,0.25,0.319191919191919,0.733944954128441,11,1.25,30
5,0.0333333333333333,1,44,5.08961170900528,0.75,0.195505617977528,0.752293577981653,1.75,12.25,53
5,0.05,1,31,4.3780985009768,0.75,0.209836065573771,0,1,9.25,36
5,0.0666666666666667,0,107,7.45821715820981,1,0.453465346534653,0.192660550458716,0,83.25,60
5,0.0833333333333333,1,54,5.55813788847794,0.5,0.241409691629956,0.844036697247707,4.25,15,68
5,0.1,1,51,5.42319444088033,0.75,0.528571428571429,0.981651376146789,25.75,26.5,75
5,0.116666666666667,1,4,1.81503831063432,0,0.491851851851852,0.935779816513762,28.75,0,40
5,0.133333333333333,1,24,3.92184868931722,0.25,0.527884615384615,0.81651376146789,77.75,3.75,124
5,0.15,1,12,2.91103840986603,0.25,0.275268817204301,0.743119266055046,9.25,1,28
5,0.166666666666667,1,37,4.72418331413403,0.25,0.188936170212766,0.752293577981652,15.25,2.75,70
5,0.183333333333333,1,110,7.54742584385128,1,0.32089552238806,0.844036697247707,0,70.5,80
5,0.2,1,312,11.8164351384627,1,0.56652719665272,0.798165137614679,0,270.5,142
5,0.216666666666667,1,77,6.47427305248956,1,0.237262357414449,0.550458715596331,0,30.5,78
5,0.233333333333333,1,85,6.75538551127569,0.25,0.240579710144928,0.844036697247708,17.75,20.5,123
5,0.25,1,65,6.01939361628307,0.25,0.246341463414634,1,16.25,15.5,98
5,0.266666666666667,1,176,9.2378402380976,1,0.247524752475248,0.743119266055046,0,68.5,181
5,0.283333333333333,1,65,6.01939361628307,0.5,0.245925925925926,0.788990825688074,4.75,18.5,80
5,0.3,1,13,3.01297578630447,0.25,0.231111111111111,0.788990825688074,7.25,1,27
5,0.316666666666667,1,14,3.11053473440597,0,0.24488188976378,0.770642201834863,109.5,0,151
5,0.333333333333333,1,180,9.32754122549218,0.75,0.240588235294118,0.743119266055046,2.25,57.25,203
5,0.35,1,27,4.12559335212594,0.5,0.362790697674419,0.724770642201835,15.75,6.5,51
5,0.366666666666667,1,45,5.13903269745991,0.25,0.170769230769231,0.770642201834863,13.5,4.75,77
5,0.383333333333333,1,27,4.12559335212594,0.5,0.236734693877551,0.798165137614679,7.75,4.75,44
5,0.4,1,43,5.03954625745743,0.75,0.404301075268817,0.770642201834863,11.75,19,55
5,0.416666666666667,0,5,1.99782342879897,0,0.445528455284553,0.779816513761468,24.5,0,37
5,0.433333333333333,1,21,3.70300498531373,0,0.214545454545455,0.798165137614679,56.25,0,98
5,0.45,1,93,7.02178726688489,1,0.531578947368421,0.779816513761468,0,78.25,45
5,0.466666666666667,0,14,3.11053473440597,0.25,0.183908045977012,0.798165137614679,5.25,1,26
5,0.483333333333333,1,70,6.21429916848922,0.75,0.405211726384365,0.752293577981652,19.75,30.5,91
5,0.5,1,275,11.1921380500689,0.5,0.241354723707665,0.834862385321101,15,78.25,334
5,0.516666666666667,0,11,2.80413458998921,0,0.229824561403509,0.862385321100918,43.25,0,68
5,0.533333333333333,0,6,2.16075256722631,0,0.248868778280543,0.889908256880734,103,0,132
5,0.55,0,11,2.80413458998921,0,0.488648648648649,0.798165137614679,78.75,0,110
5,0.566666666666667,1,78,6.5102951652481,0.25,0.239080459770115,0.853211009174312,26.75,15.5,130
5,0.583333333333333,1,27,4.12559335212594,0.75,0.189090909090909,0.844036697247707,1,7.25,33
5,0.6,1,90,6.92347740262866,1,0.24336569579288,0.706422018348624,0,35.25,92
5,0.616666666666667,1,41,4.93738573994667,1,0.224113475177305,0.743119266055046,0,16,42
5,0.633333333333333,1,45,5.13903269745991,0.5,0.277647058823529,0.788990825688074,16.5,9,76
5,0.65,1,23,3.85072912254969,0,0.236065573770492,0.834862385321101,32.25,0,73
5,0.666666666666667,1,29,4.25432965572642,0.25,0.236024844720497,0.862385321100918,9.75,5.75,48
5,0.683333333333333,1,20,3.62612606115295,0.25,0.282352941176471,0.770642201834863,15.25,2,46
5,0.7,1,10,2.69153480392692,0.25,0.414285714285714,0.669724770642202,16.75,1.25,33
5,0.716666666666667,1,33,4.49739460046973,0.75,0.565909090909091,0.71559633027523,20.5,17.75,52
5,0.733333333333333,1,11,2.80413458998921,0.25,0.365384615384615,0.834862385321101,13.5,1.25,31
